,Judul,Url,Bahan,Step,clean
800,Resep Cumi Asam Manis Basah,https://resepkoki.id/resep/resep-cumi-asam-manis-basah/," Cumi, buang kulit dan tulangnya lalu potong cincin  -  500 gram Jeruk nipis, ambil air perasannya  -  1 buah Bawang putih, cincang halus  -  2 siung Paprika hijau, potong panjang  -  50 gram Daun bawang, iris tipis  -  2 batang Saus cabai  -  3 sdm Saus tomat  -  5 sdm Saus tiram  -  1 sdm Garam  -  1/2 sdt Gula  -  1 sdt Merica bubuk  -  1/2 sdt Minyak, untuk menumis  -  secukupnya Lihat Resep Versi  ","Cuci bersih cumi lalu kucuri dengan air jeruk nipis. Diamkan selama 10 menit lalu cuci bersih kembali. Sisihkan.Panaskan sedikit minyak. Tumis bawang putih dan bombay hingga harum dan matang.Masukkan cumi lalu masak hingga cumi tampak kaku.Masukkan saus cabai, saus tomat, dan saus tiram. Aduk rata.Masukkan paprika dan daun bawang. Aduk rata.Bumbui dengan garam, gula, dan merica. Aduk rata kemudian koreksi rasanya. Angkat.Siap disajikan.","['tulang', 'saus tiram', 'paprika hijau', 'jeruk nipis', 'merica bubuk', 'daun bawang', 'cabai', 'bawang putih', 'kulit', 'saus tomat', 'cumi', 'saus']"
801,Resep Telur Balado,https://resepkoki.id/resep/resep-telur-balado/, Telur rebus  -  7 butir Bawang putih  -  3 siung Bawang merah  -  5 butir Cabai merah keriting  -  10 buah Serai  -  1 batang Daun jeruk  -  2 lembar Tomat  -  1 buah Gula  -  1 sdt Garam  -  1 sdt Minyak goreng  -  3 sdm Air  -  100 ml Lihat Resep Versi  ,"Haluskan kasar bawang putih, bawang merah, cabai rawit, cabai keriting dan tomat.Panaskan minyak goreng, tumis bumbu halus hingga harum.Tambahkan daun jeruk, serai, gula, dan garam. Lanjut tumis kembali hingga bumbu matang.Masukkan air dan telur rebus, masak hingga air menyusut dan bumbu meresap. Sesaat sebelum api dimatikan, koreksi rasanya.Sajikan telur balado di piring saji.1. Telur rebus untuk balado harus dalam keadaan hard-boiled atau matang sepenuhnya. Supaya tahu telur sudah hard-boiled atau belum, gunakan alat canggih bernama Boiled Egg Timer (Lihat di Lazada DISKON) sebagai indikator tingkat kematangan telur.","['cabai merah keriting', 'daun jeruk', 'telur', 'tomat', 'bawang putih', 'bawang merah', 'serai']"
802,Resep Mie Yamin Bandung,https://resepkoki.id/resep/resep-mie-yamin-bandung/," Mie telur, seduh air panas hingga lemas lalu tiriskan  -  300 gram Sawi hijau, potong-potong  -  150 gram Bawang putih, memarkan lalu cincang halus  -  6 siung Minyak sayur  -  125 ml Fillet paha ayam, cincang halus  -  400 gram Bawang putih, cincang halus  -  6 siung Kecap manis  -  3 sdm Kecap asin  -  1 sdm Saus tiram  -  1 sdm Garam   -  1 sdt Gula pasir  -  1 sdt Merica bubuk  -  1/2 sdt Minyak, untuk menumis  -  2 sdm","1. Panaskan minyak.1. Dalam wadah, campur semua bahan tumisan. Diamkan (marinasi) dalam kulkas selama 1 jam.1. Dalam wadah, campur semua bahan isi pangsit. Aduk hingga rata. Bagi adonan jadi 6 bagian.1. Dalam panci, rebus tulang ayam bersama jahe, bawang putih, dan air. Biarkan hingga sari pati ayam keluar.1. Siapkan mangkok saji.1. Rebus mie sesaat sebelum disajikan agar tidak terlalu mekar atau mengembang.","['lemas', 'sayur', 'saus tiram', 'telur', 'kecap asin', 'mie', 'merica bubuk', 'kecap manis', 'hijau', 'paha ayam', 'bawang putih', 'sawi']"
803,Resep Ayam Nanking,https://resepkoki.id/resep/resep-ayam-nanking/," Dada ayam fillet  -  3 bagian (350 gram) Saus tiram  -  1 sdm Merica  -  1/2  Udang, kupas  -  150 gram Daging ayam fillet  -  50 gram Telur  -  1 butir Bawang putih  -  2 siung Tepung sagu  -  1 sdm Tepung terigu  -  1 sdm Garam  -  1/2 sdt Merica  -  1/2 sdt Minyak wijen  -  1 sdm Tepung panir  -  250 gram","1. Ambil dada ayam, masing-masing belah jadi 2 bagian tanpa putus. Lalu belah lagi jadi 2 bagian tanpa putus agar jadi tipis.1. Panaskan margarin. Tumis bawang putih dan bombay hingga harum.1. Tata ayam dalam piring saji.1. Pastikan ayam dan udang sudah dalam suhu ruangan ketika dimasak agar matang sempurna dan tetap juicy.","['tepung sagu', 'wijen', 'saus tiram', 'tepung terigu', 'dada ayam', 'telur', 'ayam', 'udang', 'bawang putih', 'tepung panir', 'merica']"
804,Resep Mashed Potato,https://resepkoki.id/resep/resep-mashed-potato/," Kentang  -  300 gram Susu cair   -  125 ml Mentega  -  2 sdm Merica bubuk  -  1/4 sdt Lada hitam kasar, untuk taburan  -  secukupnya Lihat Resep Versi  ","Kupas kentang lalu potong-potong. Rebus hingga empuk sekitar 15-20 menit. Angkat dan tiriskan. Langsung haluskan kentang dengan potato masher atau ulekan atau alat bantu lainnya.Dalam panci, hangatkan susu cair dan mentega. Angkat lalu tuang ke wadah kentang.Bumbui dengan garam dan merica. Aduk rata sambil tekan-tekan dengan saringan halus dari besi agar hasilnya lembut dan creamy.Siap disajikan dengan taburan lada hitam.1. Haluskan kentang saat masih panas, agar teksturnya lembut.","['mentega', 'lada', 'merica bubuk', 'hitam', 'kentang', 'susu']"
805,Resep Donat Jadul,https://resepkoki.id/resep/resep-donat-jadul/, Tepung terigu serbaguna  -  150 gram Tepung terigu protein tinggi  -  100 gram Susu bubuk  -  20 gram Air hangat  -  125 ml Gula pasir  -  50 gram Kuning telur  -  2 butir Margarin  -  35 gram Garam  -  1/4 sdt Gula halus  -  secukupnya Keju parut  -  secukupnya Meises coklat warna-warni  -  secukupnya Lihat Resep Versi  ,"Dalam wadah, campur semua bahan A lalu uleni hingga kalis.Masukkan semua bahan B lalu lanjutkan uleni hingga kalis elastis.Bulatkan adonan lalu tutup dengan kain bersih. Diamkan dan biarkan mengembang selama 30-40 menit.Kempiskan adonan lalu bentuk silinder panjang. Potong-potong adonan dengan masing-masing beratnya 45-50 gram. Bulatkan tiap adonan kecil lalu istirahatkan kembali selama 15 menit.Panaskan banyak minyak dalam wajan cekung.Ambil 1 bulatan adonan lalu lubangi tengahnya dengan telunjuk jari. Langsung goreng adonan, sambil diputar bagian tengahnya menggunakan sumpit agar donat bisa lebih membulat saat digoreng. Balik sisi donat jika sisi bawahnya sudah kecoklatan. Goreng hingga matang lalu angkat. Tiriskan. Biarkan hingga dingin.Hiasi atas donat dengan bahan topping.","['tepung terigu', 'keju', 'susu bubuk', 'meises', 'warna', 'kuning telur', 'warni', 'cokelat', 'margarin', 'serbaguna']"
806,Resep Asam Padeh Ikan Patin,https://resepkoki.id/resep/resep-asam-padeh-ikan-patin/," Ikan patin, potong-potong  -  500 gram Jeruk nipis, ambil air perasannya  -  1 butir Serai, memarkan  -  1 batang Lengkuas, memarkan  -  1 cm Daun kunyit  -  1 lembar Asam kandis  -  4 buah Cabai rawit merah  -  10 buah Tomat hijau, iris kasar  -  4 buah Air  -  500 ml Minyak, untuk menumis  -  Bawang putih  -  3 siung Bawang merah  -  5 butir Cabai kering  -  5 buah Kunyit  -  1 cm","Bersihkan ikan. Lumuri dengan air jeruk nipis. Biarkan selama 10 menit, lalu bilas kembali hingga bersih. Sisihkan.Panaskan sedikit minyak. Tumis bumbu halus bersama serai, jahe, lengkuas, dan daun kunyit hingga harum.Masukkan ikan. Aduk perlahan hingga berubah warna.Masukkan asam kandis, cabai merah, dan tomat hijau. Tuangkan air. Aduk dan masak hingga kuah mengental dan matang. Angkat.Siap disajikan.1. Cabai kering bisa digantikan cabai merah besar dengan takaran yang sama.","['cabai rawit merah', 'daun kunyit', 'kering', 'ikan patin', 'lengkuas', 'jeruk nipis', 'tomat hijau', 'kunyit', 'asam kandis', 'cabai', 'bawang putih', 'bawang merah', 'serai']"
807,Resep Pempek Dos (Tanpa Ikan),https://resepkoki.id/resep/resep-pempek-dos-tanpa-ikan/," Tepung terigu serbaguna  -  150 gram Tepung sagu  -  250 gram Air  -  250 ml Garam  -  1 sdt Gula  -  1 sdt Merica  -  1/2 sdt Ebi kering, haluskan  -  1 sdm Bawang putih, haluskan  -  3 siung Telur, kocok lepas  -  2 butir Bawang merah, iris halus  -  2 siung Bawang putih, iris halus  -  2 siung Daun bawang, iris halus  -  1 batang Gula merah - 200 gram Gula pasir - 100 gram Air asam jawa - 100 ml Garam - 1 sdt Air - 1 liter Bawang putih - 5 siung Cabai rawit - 5 buah Cabai merah keriting - 3 buah Ebi - 1 sdm Garam - 1 sdt Timun, potong dadu kecil - secukupnya","Dalam panci, didihkan air. Lalu masukkan garam, gula, merica, ebi, dan bawang putih. Aduk rata dan masak hingga mendidih kembali.Kecilkan api kompor lalu masukan tepung terigu sedikit demi sedikit, sambil terus diaduk hingga adonan matang. Matikan api lalu diamkan hingga adonan menghangat.Setelah adonan hangat, masukan telur satu persatu dan aduk rata. Selanjutnya, masukkan tepung sagu sedikit demi sedikit sambil diuleni hingga tidak lengket di tangan. Bagi adonan jadi 3 bagian.Dalam panci, didihkan banyak air untuk merebus pempek.Pempek Lenjer: Ambil 1 bagian adonan lalu bentuk lonjong kecil memanjang. Potong-potong sepanjang 10 cm. Masukkan dalam air mendidih dan rebus hingga mengapung. Angkat dan tiriskan.Pempek Kapal Selam: Ambil 1 bagian adonan. Ambil sebanyak 2 sdm dari adonan tadi lalu bulatkan. Tekan bagian tengahnya hingga membentuk kantung. Tuang kocokan telur secukupnya, lalu langsung rapatkan dan tutup bagian atasnya. Masukkan dalam air mendidih dan rebus hingga mengapung. Angkat dan tiriskan.Pempel Adaan: Panaskan banyak minyak goreng lalu sisihkan. Ambil 1 bagian adonan lalu campur rata dengan bahan tambahannya seperti bawang merah, bawang putih, dan daun bawang iris. Bentuk jadi beberapa bulatan lalu goreng sampai berwarna kecoklatan. Angkat dan tiriskan.","['tepung sagu', 'tepung terigu', 'kering', 'cabai merah keriting', 'telur', 'asam jawa', 'ebi', 'cabai rawit', 'daun bawang', 'timun', 'bawang putih', 'bawang merah', 'merah', 'merica', 'serbaguna']"
808,Resep Soto Padang,https://resepkoki.id/resep/resep-soto-padang/," Daging sapi  -  500 gram Daun bawang, potong potong  -  2 batang Garam  -  1 sdm Air  -  2,5 liter Minyak goreng  - Bawang merah  -  8 butir Bawang putih  -  6 siung Jintan  -  1/2 sdt Merica butiran  -  1 sdt Pala bubuk  -  1/4 sdt Kemiri  -  3 Daun salam  -  3 lembar Lengkuas, memarkan  -  3 cm Jahe, memarkan - 2 cm Serai, memarkan - 2 batang Daun jeruk - 6 lembar Kembang lawang - 1 butir Kapulaga - 2 butir Cengkeh - 3 butir Kayu manis - 2 cm Soun, rendam air hangat - 100 gram Seledri, iris halus - 1 batang Perkedel kentang - 6 buah Kerupuk merah - secukupnya Bawang merah goreng - secukupnya Sambal cabe merah - secukupnya Jeruk nipis - 1 buah","Haluskan bumbu halus dengan ulegan atau food processor, sisihkan.Rebus daging sapi hingga mendidih, buang busa kotorannya.Masukkan bumbu rempah basah, masak sampai daging empuk dan kaldunya harum.Panaskan 3 sdm minyak, tumis bumbu halus sampai harum. Masukkan bumbu rempah kering, tumis sebentar lagi.Masukkan bumbu halus yang sudah ditumis ke dalam rebusan kaldu. Beri garam dan kaldu sapi bubuk, aduk rata dan koreksi rasanya.Kecilkan api, angkat dagingnya, angkat juga bumbu rempahnya agar kuah bersih. Tiriskan daging dan dinginkan.Potong kasar daun bawang, masukkan ke dalam kuah, didihkan kembali.","['perkedel', 'daun jeruk', 'sambal', 'kayu manis', 'jeruk nipis', 'jahe', 'kemiri', 'bawang merah', 'kentang', 'merah', 'kapulaga', 'daun salam', 'kembang', 'cengkeh', 'jintan', 'serai', 'merica', 'lawang', 'lengkuas', 'daun bawang', 'seledri', 'daging sapi', 'kerupuk merah', 'soun', 'pala bubuk', 'bawang putih', 'cabe']"
809,Resep Kue Telur Gabus,https://resepkoki.id/resep/resep-kue-telur-gabus/, Tepung sagu  -  125 gram Keju cheddar parut  -  50 gram Margarin   -  25 gram Minyak untuk menggoreng  -  secukupnya Lihat Resep Versi  ,"Blender keju, margarin dan telur hingga semua menyatu. Sisihkan.Dalam wadah, masukkan tepung sagu. Buat lubang di tengahnya.Tuang hasil campuran blender ke lubang tepung sagu. Aduk rata dengan spatula. Uleni dengan tangan hingga adonan kalis dan dapat dibentuk.Tuangkan banyak minyak di wajan. Jangan nyalakan api terlebih dulu.Ambil sejumput adonan lalu pilin/untir dengan kedua telapak tangan hingga jadi bentuk silinder panjang yang runcing di kedua ujungnya. Langsung celupkan adonan dalam wajan. Ulangi langkahnya hingga adonan habis.Nyalakan api kompor yang sedang. Walau adonan kue saling tumpang tindih di wajan namun tak perlu khawatir. Adonan akan saling melepas ketika minyak mulai panas.Goreng dan balik adonan ketika mulai mengeras. Aduk perlahan agar tidak menggumpal. Masak hingga garing dan berwarna kekuningan. Angkat dan tiriskan.","['keju cheddar', 'tepung sagu', 'margarin']"
810,Resep Sambal Goreng Ati Ampela,https://resepkoki.id/resep/resep-sambal-goreng-ati-ampela/," Ati ampela ayam, rebus dan potong jadi 5 bagian  -  10 pasang Daun salam  -  2 lembar Lengkuas, memarkan  -  1 ruas Garam  -  1,5 sdt Gula merah, sisir  -  1 sdm Santan sedang  -  300 ml Minyak, untuk menumis  -  3 Bawang putih  -  3 siung Bawang merah  -  6 butir Cabai merah keriting  -  50 gram Cabai rawit merah  -  6 buah Kemiri, sangrai  -  3 butir Lihat Resep Versi  ","Panaskan minyak. Tumis bumbu halus, daun salam, dan lengkuas sampai harum.Masukkan irisan cabai merah. Aduk sampai bumbu matang.Masukkan hati ampela. Aduk rata.Tambahkan garam dan gula merah. Aduk rata.Tuang santan. Aduk sampai bumbu menyerap dan mengental. Angkat.Siap disajikan.1. Untuk menghilangkan bau amis, lumuri hati ampela dengan cuka. Bilas hati ampela dengan air baru kemudian rebus hingga matang.","['bawang merah', 'cabai rawit merah', 'cabai merah keriting', 'lengkuas', 'ati ampela ayam', 'daun salam', 'santan', 'kemiri', 'pasang', 'bawang putih', 'merah']"
811,Resep Tahu Jeletot,https://resepkoki.id/resep/resep-tahu-jeletot/," Tahu pong, siap pakai  -  15 buah Kol, iris tipis  -  200 gram Daun bawang, iris halus  -  1 batang Seledri, iris halus  -  1 batang Cabai rawit, iris  -  12 buah Telur  -  1 butir Gula  -  1/2 sdt Garam  -  1 sdt Merica bubuk  -  1/4 sdt Air  -  50 ml Minyak, untuk menumis  -  2 Bawang merah  -  6 butir Bawang putih  -  3 siung Cabai rawit - 6 buah Cabai merah keriting - 5 buah Tepung terigu - 100 gram Tepung tapioka - 2 sdm Ketumbar bubuk - 1/2 sdt Bawang putih, haluskan - 1 siung Air - secukupnya","1. Panaskan minyak lalu tumis bumbu halus hingga harum.1. Dalam wadah, campurkan semua bahan pencelup. Tambahkan air hingga kekentalan sedang.1. Jangan terlalu lebar saat membelah tahu agar isiannya tidak gampang keluar ketika digoreng.","['ketumbar bubuk', 'tahu pong', 'cabai merah keriting', 'tepung terigu', 'kol', 'telur', 'merica bubuk', 'cabai rawit', 'daun bawang', 'seledri', 'tepung tapioka', 'bawang putih', 'bawang merah']"
812,Resep Telur Kecap,https://resepkoki.id/resep/resep-telur-kecap/," Telur ayam  -  6 butir Bawang putih, iris tipis  -  4 siung Bawang merah, iris tipis  -  4 butir Cabai hijau, iris serong  -  2 buah Tomat, potong kotak  -  1 buah Daun bawang, iris halus  -  1 batang Garam  -  1/2 sdt Merica bubuk  -  1/4 sdt Saus tiram  -  2 sdm Kecap manis  -  4 sdm Air  -  200 ml Minyak, untuk menumis  -  1 sdm Lihat Resep Versi  ","Panaskan minyak. Tumis bawang putih, bawang merah, cabai merah, dan cabai hijau hingga harum.Tuangkan air. Bumbui dengan garam, merica bubuk, saus tiram, dan kecap manis. Aduk rata dan masak hingga mendidih.Masukkan telur goreng mata sapi. Aduk perlahan dan masak hingga kuah mengental dan sedikit menyusut. Koreksi rasanya.Masukkan daun bawang sesaat sebelum api dimatikan.Matikan api, telur kecap siap disajikan.1. Jika ingin lebih pedas, tambahkan cabai rawit dengan takaran sesuai selera.","['telur ayam', 'saus tiram', 'cabai hijau', 'merica bubuk', 'kecap manis', 'daun bawang', 'tomat', 'bawang putih', 'bawang merah']"
813,Resep Ayam Taliwang,https://resepkoki.id/resep/resep-ayam-taliwang/," Ayam kampung kurang lebih 750 gram  -  1 ekor Jeruk nipis  -  1 biji Air  -  1,5 liter Gula  -  1 cabai merah keriting  -  8 biji cabai rawit merah  -  7 buah Bawang merah  -  8 siung Bawang putih  -  2 siung Kencur  -  5 cm Tomat  -  1 buah Terasi  -  1 sdt Lihat Resep Versi  ","Ayam potong jadi 4 bagian (utuh juga bisa) baluri dengan garam dan air jeruk nipis. Diamkan 15 menit.Panaskan minyak di wajan, tumis bumbu halus sampai wangi.Masukkan ayam, tambahkan air. Bumbui dengan garam dan gula.Masak dengan api kecil hingga air menyusut dan ayam empuk. Sesuaikan rasanya. Angkat.Bakar ayam di atas tempat bakaran atau di atas teflon, sambil diolesi bumbu. Sajikan dengan pelengkap1. Jika tidak ada cabe merah keriting bisa diganti dengan cabe merah biasa dan jumlah cabe rawitnya ditambah.","['cabai rawit merah', 'terasi', 'cabai merah keriting', 'ayam kampung', 'jeruk nipis', 'biji', 'tomat', 'bawang putih', 'bawang merah', 'kencur']"
814,Resep Galantin Daging Sapi,https://resepkoki.id/resep/resep-galantin-daging-sapi/,"Daging sapi giling  -  150 gram Daging ayam giling  -  100 gram Susu cair  -  50 ml Bawang bombay, cincang halus  -  1/2 buah Telur   -  2 butir Merica bubuk  -  1/2 sdt Pala bubuk  -  1/2 sdt Gula pasir  -  1 sdt Garam   -  1,5 sdt Daun pisang / plastik, untuk membungkus  -  : Bawang bombay, iris panjang  -  1/2 buah Bawang putih, cincang  -  2 siung Saus tomat   -  3 sdm Kaldu sapi - 300 ml Merica bubuk - 1/4 sdt Gula pasir - 1 sdt Kecap manis - 1 sdt Garam - 1/2 sdt Maizena, larutkan dengan sedikit air - 1 sdm Margarin, untuk menumis - 2 sdm Buncis, rebus - 50 gram Wortel, rebus - 1 buah Kentang, kupas dan goreng - 2 buah","1. Dalam wadah, campur semua bahan galantin dan aduk rata.1. Panaskan margarin. Tumis bawang bombay dan bawang putih hingga harum.1. Kupas wortel dan kentang. Cuci bersih wortel, kentang, dan buncis.1. Tata galantin, wortel, buncis, dan kentang di piring saji.1. Jika menggunakan plastik untuk membungkus galantin, tusuk-tusuk plastik dengan garpu agar plastik tidak menggembung saat dikukus.","['telur', 'margarin', 'pala bubuk', 'merica bubuk', 'daun pisang', 'kaldu sapi', 'kecap manis', 'ayam', 'bawang putih', 'bawang bombay', 'tepung maizena', 'wortel', 'kentang', 'buncis', 'saus tomat', 'giling', 'susu', 'daging sapi']"
815,Resep Bubur Ayam,https://resepkoki.id/resep/resep-bubur-ayam/," Beras  -  75 gram Air  -  900 ml Serai, memarkan  -  1 batang Kaldu ayam bubuk  -  1/4 sdt Garam  -  1/4 sdt Ayam   -  1/2 ekor Air kaldu  -  400 ml Lengkuas, memarkan  -  1 cm Serai, memarkan  -  1 batang Daun salam   -  2 lembar Daun jeruk   -  2 lembar Garam  -  1/4 sdt Merica  -  1/8 sdt Bawang putih - 2 siung Bawang merah - 5 butir Kemiri - 2 butir Kunyit - 1 cm Jahe - 1/2 cm Ketumbar - 1/4 sdt Telur rebus - secukupnya Seledri cincang - secukupnya Kacang kedelai goreng - secukupnya Bawang merah goreng - secukupnya Kerupuk - secukupnya","Dalam panci, masukkan semua bahan bubur. Aduk terus dan masak hingga mengental. Angkat. Sisihkan.Rebus ayam dan ambil air kaldunya sebanyak 400 ml. Sisihkan. Tiriskan ayamnya.Goreng ayam sebentar saja. Tiriskan lalu suwir-suwir. Sisihkan.Kuah: Dalam panci, tumis bumbu halus hingga wangi. Tuang air kaldu, lengkuas, serai, daun salam, daun jeruk, garam, dan merica. Masak hingga sedikit kental sesuai selera. Koreksi rasanya. Angkat.Penyelesaian: Tata bubur di mangkok saji. Beri ayam suwir, kacang kedelai goreng, telur rebus, seledri, dan bawang merah goreng. Tuang kuah sesuai selera. Beri pelengkap kerupuk.Siap disajikan.1. Gunakan GM Bear Set Panci Merah isi 3 pcs (Lihat di Lazada DISKON) untuk memudahkan Anda memasak bubur ayam. Set ini terdiri dari 1 panci (diameter 24cm), 1 fry pan (diameter 24cm), 1 sauce pan (diameter 18cm) sangat cocok untuk memasak segala macam masakan, baik untuk menumis, menggoreng, hingga merebus. Ditambah dengan tutup kaca yang anti panas dijamin aman digunakan saat memasak.","['ayam', 'daun jeruk', 'jahe', 'kemiri', 'bawang merah', 'kacang kedelai', 'ketumbar', 'telur', 'kerupuk', 'daun salam', 'beras', 'serai', 'merica', 'lengkuas', 'seledri', 'kaldu', 'kaldu ayam bubuk', 'kunyit', 'bawang putih']"
816,Resep Peyek Udang,https://resepkoki.id/resep/resep-peyek-udang/," Udang basah, buang kepalanya  -  150 gram Tepung beras  -  125 gram Tepung tapioka  -  25 gram Daun jeruk -  8 lembar Santan sedang  -  300 ml Garam   -  3/4 sdt Minyak, untuk menggoreng  -  Bawang putih  -  3 siung Kemiri, sangrai   -  3 butir Ketumbar, sangrai  -  1/2 sdm Kencur  -  1 ruas Lihat Resep Versi  ","Dalam wadah, campur tepung beras, tapioka, telur, garam, dan santan secukupnya dulu. Aduk rata hingga tidak ada yang menggumpal.Masukkan bumbu halus, irisan daun jeruk, dan sisa santan sedikit demi sedikit. Aduk rata hingga jadi adonan dengan kekentalan sedang.Panaskan banyak minyak.Gunakan sendok sayur untuk mengambil adonan peyek. Tambahkan udang secukupnya. Tuang adonan perlahan di pinggir wajan. Siram-siram dengan minyak panas sampai peyek terlepas dan turun ke dalam wajam. Goreng hingga matang berwarna kecoklatan dan renyah. Angkat dan tiriskan. Lakukan hingga adonan habis.Siap disajikan.1. Gunakan wajan yang berukuran cukup besar dan lebar seperti Maspion Wajan Clarita (Lihat di Lazada DISKON) supaya adonan bisa mengalir hingga setipis mungkin. Siram-siram peyek dengan minyak panas yang ada di sekelilingnya. Jangan lupa pakai banyak minyak (deep frying) saat menggoreng.","['daun jeruk', 'santan', 'kepala', 'kemiri', 'tepung tapioka', 'udang', 'bawang putih', 'kencur', 'ketumbar', 'tepung beras']"
817,Resep Kapurung,https://resepkoki.id/resep/resep-kapurung/," Tepung sagu  -  150 gram Air  -  450 ml Ikan cakalang, potong jadi 3 bagian  -  1 ekor Air asam  -  50 ml Garam  -  1/4 sdt Kunyit bubuk  -  1/4 sdt Air  -  100 ml Jagung, pipil bijinya  -  3 buah Kacang panjang, potong-potong  -  5 batang Bayam, petik daunnya  -  2 ikat Air  -  1 Cabai rawit  -  10 buah Terasi udang, bakar - 1 bungkus Kacang tanah, sangrai - 1 genggam Fillet ikan cakalang - secukupnya Udang, rebus hingga matang - 10 ekor Jeruk nipis, ambil air perasannya - 3 buah Garam - 1 sdt","1. Dalam wadah, campur tepung sagu dengan 300 ml air. Aduk rata lalu sisihkan.1. Dalam wadah, lumuri ikan dengan air asam, garam, dan kunyit hingga merata.1. Dalam panci, didihkan air.1. Dalam wadah besar, tuang adonan sagu yang sudah dibulat-bulatkan beserta airnya.1. Pastikan anda sudah siapkan banyak panci.","['tepung sagu', 'terasi', 'kacang tanah', 'bubuk', 'bayam', 'jagung', 'kacang', 'jeruk nipis', 'biji', 'daun', 'cabai rawit', 'kunyit', 'ikan cakalang', 'asam', 'udang']"
818,Resep Tim Ikan Kakap,https://resepkoki.id/resep/resep-tim-ikan-kakap/," Ikan kakap  -  1 ekor (500 gram) Air perasan jeruk nipis  -  1 sdt Garam  -  1 sdt Bawang putih, cincang  -  3 siung Jahe  -  5 cm Cabai rawit, biarkan utuh  -  10 butir Daun bawang, iris tipis  -  1 batang Kecap asin  -  2 sdm Minyak wijen  -  1 sdm Saus tiram  -  1 sdm Gula pasir  -  1 sdt Merica  -  1/2 sdt Air  -  100 ml Minyak, untuk menumis  -  2 sdm Lihat Resep Versi  ","Siangi dan bersihkan ikan kakap. Lumuri dengan air perasan jeruk nipis dan garam. Diamkan sebentar lalu bilas hingga bersih. Taruh ikan dalam wadah atau pinggan tahan panas.Panaskan panci kukusan. Kukus ikan selama 5 menit saja. Angkat.Buang air yang ada dalam wadah ikan. Sisihkan.Panaskan minyak. Tumis bawang putih dan bombay hingga harum.Masukkan jahe dan cabai rawit. Aduk hingga harum dan layu.Masukkan kecap asin, minyak wijen, saus tiram, gula, dan merica.Tuang air lalu aduk rata hingga mendidih dan biarkan masak beberapa saat. Angkat.","['wijen', 'saus tiram', 'ikan kakap', 'kecap asin', 'jeruk nipis', 'cabai rawit', 'jahe', 'daun bawang', 'bawang putih', 'biar', 'merica']"
819,Resep Pecel Ayam,https://resepkoki.id/resep/resep-pecel-ayam/," Ayam kampung, belah 4  -  1 ekor Serai  -  1 batang Lengkuas  -  2 ruas jari Daun jeruk  -  3 lembar Air  -  400 ml Air asam jawa  -  3 sdm Minyak, untuk menggoreng  - Bawang putih  -  4 siung Bawang merah  -  6 butir Kemiri  -  3 butir Ketumbar  -  1 sdm Kunyit  -  3 cm Jahe  -  2 cm Garam  -  1 sdm Bawang putih, iris tipis lalu goreng kering dan haluskan - 2 siung Bawang merah - 10 butir Cabai rawit - 10 buah Cabai merah - 4 buah Tomat besar - 4 buah Terasi, bakar - 1/2 sdt Garam - 1/2 sdt Gula merah - 1 sdt Jeruk limau - 1 buah Minyak, untuk menggoreng Daun kol - secukupnya Daun kemangi - secukupnya Timun - secukupnya pete - secukupnya",1. Cuci ayam hingga bersih lalu tiriskan.1. Panaskan minyak.1. Takaran cabai rawit bisa ditambahkan bila suka pedas.,"['kering', 'daun jeruk', 'asam jawa', 'cabai rawit', 'jahe', 'kemiri', 'bawang merah', 'merah', 'ketumbar', 'ayam kampung', 'petai', 'kol', 'tomat', 'serai', 'terasi', 'lengkuas', 'cabai merah', 'daun kemangi', 'jeruk limau', 'kunyit', 'timun', 'bawang putih']"
820,Resep Lotek,https://resepkoki.id/resep/resep-lotek/," Kangkung  -  1 ikat Bayam  -  1 ikat Tauge  -  100 gram Kol  -  100 gram Labu siam  -  100 : Kacang tanah, goreng  -  100 gram Bawang putih  -  1 siung Kencur  -  3 cm Cabai rawit  -  3 buah Terasi, goreng  -  1/2 sdt Garam  -  1 sdt Gula merah  -  1 sdt Air asam jawa  -  1 sdm Jeruk limau, ambil airnya  -  1 buah","Siapkan semua sayuran. Petik dan potong-potong kangkung serta  daun bayam. Cuci bersih dan tiriskan. Cuci bersih tauge, kacang panjang, kol, dan labu siam. Potong-potong kacang panjang dan kol. Iris kecil labu siam.Rebus masing-masing sayuran. Angkat dan tiriskan.Haluskan bawang putih, kencur, cabai rawit, dan garam.Tambahkan kacang tanah goreng dan gula merah. Haluskan kembali.Tuang air asam, air perasan jeruk limau, dan air matang secukupnya hingga saus berubah jadi pasta.Masukan sayur rebus. Aduk rata hingga sayur terlumuri oleh saus seluruhnya.Tata di piring dan siap disajikan bersama bahan pelengkap.","['terasi', 'tauge', 'kacang tanah', 'kangkung', 'labu siam', 'bayam', 'kol', 'asam jawa', 'jeruk limau', 'cabai rawit', 'bawang putih', 'merah', 'kencur']"
